segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
6,335,tube,ball_pivoting,0.5697855513838294,0.17130189800448697,0.2589125506116836,0.061094624173190684,0.9357807849657247,16,0.02003384752948147,0.055704215603428114,0.028803255668298368,14,False,335,406,valve_0423_lidar_classes.ply
7,94,tube,ball_pivoting,0.9640558181057768,0.009777165047830732,0.02616701684639254,0.06940886050185448,0.8639154480823518,3,0.015498409257346586,0.023212517869421728,0.018840088006599365,2,False,94,145,valve_0423_lidar_classes.ply
8,1095,tube,ball_pivoting,0.5816370483841213,0.38678088789140924,0.0315820637244694,0.06513264525345222,0.9351856157910184,6,0.011251906630047515,0.030634270383890272,0.020689224675745226,4,False,1095,1271,valve_0423_lidar_classes.ply
9,2326,complex,poisson,0.22423122879002022,0.6810883649580812,0.09468040625189855,0.06903652036280394,0.9231352080990928,1,0.01240858681997675,0.03145786020212855,0.022064494941620837,2,False,7058,13973,valve_0423_lidar_classes.ply
10,3136,complex,poisson,0.12440497486554425,0.43916897514874725,0.4364260499857085,0.04930232820028862,0.963924672678941,4,0.012476326198184316,0.08553751825935804,0.03667053796959238,5,False,8836,17497,valve_0423_lidar_classes.ply
11,643,complex,poisson,0.4775604361248484,0.49938006702657084,0.02305949684858078,0.041253263351936895,0.9632528321125119,3,0.021447355158646358,0.2498561732027066,0.12459890142665833,2,False,4505,8740,valve_0423_lidar_classes.ply
12,1428,complex,poisson,0.09446113224799323,0.8421664603830682,0.06337240736893854,0.0509674901481449,0.9541012302792689,1,0.014551739768450233,0.12513125999256547,0.048896748335076456,3,False,5713,11278,valve_0423_lidar_classes.ply
13,708,complex,poisson,0.25076789248793163,0.38456220058367085,0.3646699069283975,0.07650879092616854,0.8895123102640402,1,0.012771182815184669,0.032318624054737274,0.023748568480500665,2,False,2735,5279,valve_0423_lidar_classes.ply
2,649,complex,poisson,0.02168260631042659,0.637845501960699,0.3404718917288744,0.0752206585868409,0.8896730159308553,14,0.021303842804264284,0.11471405100001822,0.07126149875038618,2,False,4403,8567,valve_0424_lidar_classes.ply
3,72,tube,ball_pivoting,0.8390205764873758,0.13610860952623197,0.024870813986392196,0.06355487188180832,0.9158183263227213,1,0.008288194330921508,0.02096348334567218,0.017022512403921712,1,False,72,99,valve_0424_lidar_classes.ply
5,1529,complex,poisson,0.3295278836436899,0.6056740077326902,0.06479810862361986,0.09200286902796945,0.8256262532784421,1,0.01918901114159337,0.13503022255908562,0.0728183446864786,5,False,6757,13348,valve_0424_lidar_classes.ply
6,248,complex,poisson,0.44060496046562353,0.30578175141991004,0.2536132881144665,0.06904530983356791,0.9034313584389377,14,0.03435663706458136,0.15056526069135798,0.10429065186298046,5,False,3323,6364,valve_0424_lidar_classes.ply
7,95,tube,ball_pivoting,0.976404151435711,0.006010624636790468,0.017585223927498523,0.09211532217128891,0.8244286090998203,3,0.018321846988876456,0.0349079252748974,0.02673737121385708,5,False,95,61,valve_0424_lidar_classes.ply
8,1610,tube,ball_pivoting,0.508586606850937,0.4566377077368821,0.03477568541218081,0.06781494364432954,0.920915227709173,2,0.011798417776009703,0.02023936296646656,0.02021831773134379,1,False,1610,2030,valve_0424_lidar_classes.ply
9,1223,complex,poisson,0.47225858653978686,0.479278350724892,0.04846306273532115,0.051730686754386745,0.9439493348426777,2,0.017034486520780098,0.19260571943798502,0.07229649211289489,5,False,4406,8680,valve_0424_lidar_classes.ply
10,3205,complex,poisson,0.4309194913090858,0.20815349573460226,0.3609270129563119,0.047632335925573255,0.9650143829873657,5,0.011940140766561873,0.06497593494052442,0.029929517195791365,1,False,7582,14960,valve_0424_lidar_classes.ply
11,747,plane,alpha_shape,0.1470027940703477,0.8265343351574449,0.026462870772207363,0.03302952142201006,0.976195889543798,1,0.012377937280423582,0.021222385522117013,0.02148704025506789,1,False,649,1432,valve_0424_lidar_classes.ply
12,1301,plane,alpha_shape,0.12166881155465588,0.8022768251766561,0.07605436326868797,0.04598607837001583,0.9610322916800682,1,0.012935578819613968,0.026011017892524215,0.02363586843724729,1,False,1074,2384,valve_0424_lidar_classes.ply
13,758,complex,poisson,0.08462725609228329,0.4729628171194074,0.44240992678830937,0.08290601424172095,0.8835434116211345,1,0.013806339662774208,0.03208286799276536,0.023878302294166313,2,False,2776,5347,valve_0424_lidar_classes.ply
2,631,complex,poisson,0.08412061984460573,0.547282470288393,0.3685969098670013,0.07305287600836459,0.8848262313202652,14,0.023712535478292746,0.10615712834444632,0.06840246913292027,3,False,4162,8076,valve_0425_lidar_classes.ply
3,72,tube,ball_pivoting,0.8264290648178187,0.15196298241828646,0.021607952763894878,0.06661566102564788,0.9254039528660309,1,0.007866437881514433,0.026080828863650676,0.01755108609414915,1,False,72,94,valve_0425_lidar_classes.ply
5,1502,complex,poisson,0.29024434505452085,0.6487089164996025,0.061046738445876714,0.10163396206345386,0.8156603884565302,1,0.019871642392775918,0.19446430462459313,0.08977688237727505,1,False,6813,13406,valve_0425_lidar_classes.ply
6,269,complex,poisson,0.0552304564740398,0.49640776610541043,0.4483617774205498,0.07905497917889538,0.8644661247195369,16,0.03209911656377774,0.13697293445866485,0.09156542721157827,6,False,3298,6248,valve_0425_lidar_classes.ply
7,109,tube,ball_pivoting,0.9754988049144288,0.0036146426778554497,0.02088655240771578,0.07103215140781367,0.8511284909780733,4,0.02223428940607279,0.045214096609177766,0.02757866950059294,2,False,109,123,valve_0425_lidar_classes.ply
8,2079,complex,poisson,0.1735960329398353,0.7665367560704954,0.05986721098966931,0.07621148837629117,0.9108339342124325,2,0.013308339066211589,0.08796513636238433,0.03478630493664734,4,False,6481,12861,valve_0425_lidar_classes.ply
9,1194,tube,ball_pivoting,0.6389326799371935,0.33778472894797956,0.02328259111482697,0.06152506915559405,0.9453449081870227,3,0.01109254336647059,0.028542373549264623,0.02033231298037562,5,False,1194,1507,valve_0425_lidar_classes.ply
10,3106,complex,poisson,0.396717975760063,0.2876733999621541,0.3156086242777829,0.04365949212322107,0.970888454390022,4,0.012020335972900708,0.06617902937493794,0.030869812332644464,5,False,8053,15933,valve_0425_lidar_classes.ply
11,749,plane,alpha_shape,0.11075843085020948,0.8627971296550563,0.026444439494734243,0.03375180364706899,0.9741921348576169,1,0.011909398989483342,0.019668175049675475,0.020638405030317945,1,False,656,1418,valve_0425_lidar_classes.ply
12,1314,plane,alpha_shape,0.1500864103050573,0.774684953727257,0.07522863596768567,0.04353488594023448,0.9619568614442099,1,0.012548288534319666,0.025722280182708918,0.022811187998481815,1,False,1093,2384,valve_0425_lidar_classes.ply
13,629,complex,poisson,0.272816744386435,0.33256480625740004,0.39461844935616497,0.08303181851634646,0.8842123974212476,1,0.012430424671874447,0.03134704255540871,0.022940147598582906,4,False,2683,5192,valve_0425_lidar_classes.ply
2,474,complex,poisson,0.3621375783825755,0.34052363961616516,0.29733878200125935,0.06893013654830339,0.885577807301004,18,0.025918430677699337,0.1127691572961383,0.0696672417920497,7,False,3154,5998,valve_0426_lidar_classes.ply
3,69,complex,poisson,0.7878575480414937,0.19354245805009718,0.018599993908409065,0.04335269319881775,0.9563849364325158,1,0.010511536318748757,0.06464164246455952,0.03731019768096333,6,False,1392,2630,valve_0426_lidar_classes.ply
5,1452,complex,poisson,0.2820571385741722,0.6512183097064794,0.0667245517193483,0.09631631959315808,0.8243238345388372,1,0.019379757595935885,0.1607771221723952,0.07655347760552954,4,False,6283,12394,valve_0426_lidar_classes.ply
6,401,tube,ball_pivoting,0.5411540510952199,0.18923571966340755,0.26961022924137257,0.07958745618578898,0.9065883506841519,14,0.013883941700727336,0.05539296857566145,0.0291240077237297,11,False,401,499,valve_0426_lidar_classes.ply
7,92,tube,ball_pivoting,0.9732677803769914,0.008690863722905862,0.018041355900102696,0.07485718425932215,0.8334710339932101,2,0.01272533030263517,0.028241439308069154,0.0196688769949624,2,False,92,110,valve_0426_lidar_classes.ply
8,1520,complex,poisson,0.3769370327977554,0.5603162215703195,0.06274674563192516,0.05864086947654847,0.9311701315958418,3,0.014714051662118841,0.16448980727216672,0.05678075215300497,3,False,4807,9465,valve_0426_lidar_classes.ply
9,1600,tube,ball_pivoting,0.5048103954371429,0.45736439077496827,0.037825213787888834,0.06842059457425805,0.9186920463746386,2,0.011651859646406174,0.020481134580723113,0.01928550030647181,4,False,1600,1940,valve_0426_lidar_classes.ply
10,3072,complex,poisson,0.3542983910923068,0.25365793434782047,0.3920436745598727,0.04420537093935297,0.9670236778068837,6,0.012032237195166122,0.061322711265507535,0.029419081728094702,2,False,7356,14526,valve_0426_lidar_classes.ply
11,597,plane,alpha_shape,0.3628135102808324,0.6128080946117102,0.024378395107457488,0.03146535073563467,0.9736907742156895,3,0.01340657402776214,0.02302736630818804,0.022615901399796644,2,False,522,1176,valve_0426_lidar_classes.ply
12,1349,plane,alpha_shape,0.10755224428252481,0.8270525463669485,0.06539520935052667,0.04885473149504238,0.9538752050252839,1,0.0123660955320754,0.0226773190830838,0.022166370267805772,1,False,1082,2336,valve_0426_lidar_classes.ply
13,779,complex,poisson,0.2389249507290586,0.31971930970526513,0.44135573956567625,0.08217982879398916,0.8992916191223496,1,0.01277484244191423,0.03076253991793606,0.022982578438521077,2,False,2654,5107,valve_0426_lidar_classes.ply
2,566,complex,poisson,0.1270525368351728,0.5450402898714167,0.3279071732934105,0.07216894955772821,0.8782808046729869,15,0.0256745020972183,0.1457330908644387,0.08705443398052463,5,False,4223,8119,valve_0427_lidar_classes.ply
3,88,tube,ball_pivoting,0.8390571151127723,0.1360793089476481,0.024863575939579583,0.05586832066019338,0.9338661403618136,2,0.00888404021046237,0.03095919017175933,0.02025906223355785,1,False,88,124,valve_0427_lidar_classes.ply
5,1554,complex,poisson,0.30761415145264015,0.6213188262426079,0.07106702230475193,0.09588367505210871,0.8311366381747175,1,0.017495216807223764,0.14145287576892676,0.06319597173360922,4,False,6117,12079,valve_0427_lidar_classes.ply
6,416,complex,poisson,0.08733306642033033,0.4643094970608613,0.44835743651880844,0.08383444898804274,0.8704957111628517,19,0.028428899415375866,0.14111334915867643,0.08780799648022142,4,False,4320,8322,valve_0427_lidar_classes.ply
7,125,tube,ball_pivoting,0.9699590678465997,0.0076634805715020205,0.022377451581898203,0.07343502081115999,0.8635329089932555,3,0.010340488154104589,0.05836360782593867,0.02593781692672864,4,False,125,192,valve_0427_lidar_classes.ply
8,1226,complex,poisson,0.4996017362043871,0.4693525448785281,0.0310457189170848,0.06979367552472328,0.9291430328441793,3,0.016227144863985177,0.14848529218481823,0.07065991249605624,2,False,4953,9669,valve_0427_lidar_classes.ply
9,1942,complex,poisson,0.18410720041777678,0.7522513624640583,0.06364143711816492,0.06761967842436996,0.928181967979637,2,0.014331754453989948,0.08727502491249141,0.03896018006755081,2,False,6502,12923,valve_0427_lidar_classes.ply
10,3271,complex,poisson,0.29877993499746586,0.3519631890447188,0.34925687595781535,0.04554260896978024,0.9624257951513071,5,0.01220430647323283,0.06669752630894399,0.03158503179192679,7,False,9708,19201,valve_0427_lidar_classes.ply
11,749,plane,alpha_shape,0.1805163208744885,0.7922309520447064,0.02725272708080515,0.03595384953198586,0.971141781775992,1,0.012547828398419905,0.022165853804074227,0.02192592646428996,2,False,648,1432,valve_0427_lidar_classes.ply
12,1417,plane,alpha_shape,0.07803795053335891,0.8550071320311932,0.066954917435448,0.0458253534990343,0.9582993632374185,1,0.012639781528487042,0.023060662276266217,0.022725971044144228,1,False,1156,2552,valve_0427_lidar_classes.ply
13,624,complex,poisson,0.22628546509584646,0.39040228565308055,0.383312249251073,0.08180911783096971,0.8856982694316367,1,0.012347716093336064,0.02866643473306676,0.0221590232284636,4,False,2866,5556,valve_0427_lidar_classes.ply
2,720,complex,poisson,0.24837002572376382,0.3533830102567343,0.3982469640195019,0.08181700271995514,0.8929343421475476,18,0.024589429958156023,0.1515125749216556,0.09011740677584328,2,False,5910,11537,valve_0429_lidar_classes.ply
3,57,tube,ball_pivoting,0.8849998648350788,0.09556004130507369,0.019440093859847588,0.07196911650034869,0.917670576428613,2,0.008219572981039302,0.027641317466106718,0.019738502751230694,1,False,57,71,valve_0429_lidar_classes.ply
5,1599,complex,poisson,0.31795051917200984,0.6206036492737816,0.06144583155420853,0.09777517006144437,0.806575535349923,1,0.017739733952910928,0.1435272435274876,0.06721272809600773,4,False,6632,13069,valve_0429_lidar_classes.ply
6,253,complex,poisson,0.33984807539431283,0.20252663293813777,0.4576252916675494,0.07216356500724483,0.8895193180718267,18,0.04068373036007746,0.1842928487648821,0.11775888248955799,6,False,4877,9377,valve_0429_lidar_classes.ply
7,65,tube,ball_pivoting,0.9445689799234442,0.013085588070314727,0.042345432006241024,0.06590758083886006,0.8444008336190539,2,0.011374130753121202,0.029976794776819558,0.018927311205725744,2,False,65,78,valve_0429_lidar_classes.ply
8,1583,complex,poisson,0.367299011627355,0.5971516065100054,0.03554938186263951,0.06404817393110553,0.9261015245282106,2,0.014058979360096452,0.09572001011248904,0.04067858298532956,4,False,5018,9930,valve_0429_lidar_classes.ply
9,1670,complex,poisson,0.21297873327219738,0.7454786361167456,0.041542630611057105,0.059082477209611094,0.9333796516276524,2,0.013526956161771108,0.16154106427075296,0.05475927059616919,4,False,5440,10764,valve_0429_lidar_classes.ply
10,4082,complex,poisson,0.08983720501991356,0.442732902382989,0.46742989259709744,0.04498704066618076,0.9656207474451302,6,0.01071798582153038,0.032986783300696196,0.0203892835689687,4,False,9485,18757,valve_0429_lidar_classes.ply
11,736,plane,alpha_shape,0.18857063461764167,0.786611972227011,0.02481739315534735,0.032245807950957384,0.9737555903306633,2,0.012194548578323666,0.01969052469911787,0.020644984285577657,2,False,651,1394,valve_0429_lidar_classes.ply
12,1277,plane,alpha_shape,0.083606937071324,0.8482631169215981,0.06812994600707797,0.044037525445657894,0.9634394364894344,1,0.01201564565154192,0.020694803825743856,0.021432610836415372,1,False,1071,2324,valve_0429_lidar_classes.ply
13,791,complex,poisson,0.03600762521877712,0.5586571462653703,0.4053352285158525,0.07650125709737389,0.9074698770396837,1,0.012602911201386959,0.034551624488491486,0.02407772387177424,2,False,2794,5390,valve_0429_lidar_classes.ply
2,466,complex,poisson,0.10085192384043289,0.5557612287823653,0.34338684737720176,0.07239488338096227,0.8727285893697156,15,0.029853555445975,0.1236401555368236,0.08497556139458994,10,False,3671,7099,valve_0430_lidar_classes.ply
3,86,tube,ball_pivoting,0.7817370495455934,0.1886235836819121,0.02963936677249446,0.06563775812531053,0.9178161392849487,1,0.008211895973007814,0.02272340824102114,0.0179176396497204,1,False,86,120,valve_0430_lidar_classes.ply
5,1477,complex,poisson,0.16161172006990968,0.7754638610507492,0.06292441887934119,0.09765959703072347,0.8120363355668282,1,0.017406476915054973,0.09326711907507397,0.05241909803857307,2,False,5637,11092,valve_0430_lidar_classes.ply
6,384,complex,poisson,0.15996990465005043,0.46450200436491473,0.37552809098503476,0.0677126244583689,0.8658140553104517,18,0.03112139817373247,0.1880142845368401,0.10707468779908497,1,False,4896,9569,valve_0430_lidar_classes.ply
7,84,tube,ball_pivoting,0.942060626234727,0.01258689967577118,0.04535247408950179,0.07309683061395586,0.8641394075556939,2,0.00870647327918598,0.021078116273131418,0.018065144323994645,2,False,84,134,valve_0430_lidar_classes.ply
8,1300,tube,ball_pivoting,0.6214050090567685,0.3500426660931695,0.02855232485006196,0.05646219721433823,0.9406558957582952,6,0.011408602272933676,0.032652562219288354,0.021300951126392683,4,False,1300,1607,valve_0430_lidar_classes.ply
9,1957,complex,poisson,0.2497503989270842,0.677718006177551,0.0725315948953648,0.07063692115612978,0.9291051808573652,2,0.013447230314671696,0.093478517480494,0.03918806336827649,3,False,6801,13500,valve_0430_lidar_classes.ply
10,3065,complex,poisson,0.33461379463304736,0.33089573178889925,0.3344904735780534,0.04557037244262164,0.9704090383777215,3,0.012422131933018712,0.07186459934899389,0.033027558750811335,2,False,8050,15949,valve_0430_lidar_classes.ply
11,807,plane,alpha_shape,0.17575571407730683,0.796328514791062,0.027915771131631153,0.04191200169975534,0.9628674723360012,1,0.01234907280198523,0.021083747909014912,0.021456946770226734,1,False,662,1464,valve_0430_lidar_classes.ply
12,1167,plane,alpha_shape,0.21779044783715434,0.7193481009378293,0.06286145122501635,0.04359685415637359,0.9583621903051046,1,0.012915226427723869,0.025911045389399385,0.02371044690695802,1,False,982,2164,valve_0430_lidar_classes.ply
13,686,complex,poisson,0.25182578853573756,0.41405737829816097,0.33411683316610147,0.07403067144550143,0.8927929090660554,2,0.013453564207113647,0.03211809971097297,0.024502189417133502,3,False,2551,4920,valve_0430_lidar_classes.ply
2,624,complex,poisson,0.29051252667520483,0.42704334712702297,0.2824441261977722,0.0924464597593942,0.86756848125819,16,0.022791282472431295,0.10661977253352514,0.07132167339941455,5,False,4660,9005,valve_0431_lidar_classes.ply
3,75,complex,poisson,0.7948772054600036,0.1850681302953743,0.020054664244622124,0.05996004065250017,0.9506340463631011,1,0.010265439125288094,0.05558103802444383,0.03065323953917335,12,False,1430,2681,valve_0431_lidar_classes.ply
5,1754,complex,poisson,0.28213590000163374,0.6397309018656829,0.07813319813268339,0.09655547566455688,0.8214145739807184,1,0.020382576753006476,0.1999535564332597,0.10062432701301148,2,False,7921,15695,valve_0431_lidar_classes.ply
6,334,complex,poisson,0.07255157329970734,0.5436321843391898,0.38381624236110284,0.07792473466083602,0.8596907288269235,19,0.02790865613178184,0.1439767674065749,0.09185760538775992,8,False,4412,8467,valve_0431_lidar_classes.ply
7,91,tube,ball_pivoting,0.9762945024412704,0.0024609316101883343,0.021244565948541325,0.08886183505177433,0.8257580688661501,3,0.01334756618333076,0.0275648320008363,0.02258901448316652,3,False,91,114,valve_0431_lidar_classes.ply
8,1402,tube,ball_pivoting,0.5097979612779178,0.4590477408335022,0.031154297888580006,0.0602471311256407,0.9315500400365271,3,0.011204785482817912,0.018706080084422608,0.01876034597788051,5,False,1402,1766,valve_0431_lidar_classes.ply
9,1913,complex,poisson,0.203705285382815,0.7116492951416622,0.08464541947552284,0.06662512715803598,0.928277153450996,1,0.01425014504820484,0.08588901447405424,0.036578709306144694,4,False,5964,11765,valve_0431_lidar_classes.ply
10,2871,complex,poisson,0.28632283339390296,0.27615643591847255,0.4375207306876245,0.04777007619195335,0.9658570544100724,4,0.012169829005631941,0.06046729392892891,0.03019400918473051,1,False,7200,14257,valve_0431_lidar_classes.ply
11,646,plane,alpha_shape,0.34697467869468296,0.627734090364116,0.025291230941201066,0.03905924145514321,0.9709385519256617,3,0.012398860883647545,0.02162184915161206,0.021152934707396202,2,False,551,1190,valve_0431_lidar_classes.ply
12,1237,plane,alpha_shape,0.1610941116126892,0.7678966456252402,0.07100924276207064,0.04557005222991691,0.9618467459482436,1,0.012808421377635413,0.02385604094494411,0.023074628347595563,1,False,1031,2248,valve_0431_lidar_classes.ply
13,625,complex,poisson,0.11734686965796615,0.4598758941169833,0.42277723622505053,0.08031487641292777,0.8944667460951359,1,0.012211648721930164,0.03022696036345807,0.022617944110273472,3,False,2963,5715,valve_0431_lidar_classes.ply
2,664,complex,poisson,0.08762191349045974,0.5048479677635227,0.4075301187460176,0.08176934419890869,0.8744964281939483,16,0.02355330335568161,0.14222828288518202,0.08791466784130718,8,False,5739,11124,valve_0432_lidar_classes.ply
3,51,tube,ball_pivoting,0.8868852506022592,0.0930940544477399,0.020020694950000924,0.06432806446908437,0.933288403237639,2,0.007166295125302517,0.04234038041290283,0.022302540798905056,1,False,51,75,valve_0432_lidar_classes.ply
5,1622,complex,poisson,0.3861779430091964,0.5485072001471583,0.06531485684364541,0.09850710061053439,0.8247954107762497,1,0.020152143211955086,0.20205191196961353,0.09664057485274928,5,False,7437,14617,valve_0432_lidar_classes.ply
6,242,complex,poisson,0.17649470563429506,0.44240567353226967,0.38109962083343524,0.08148137437038948,0.8746859676436767,21,0.04130491604143374,0.12834926952330006,0.08620626614845103,5,False,2853,5379,valve_0432_lidar_classes.ply
7,82,tube,ball_pivoting,0.9788369084147343,0.008099428484333787,0.013063663100931865,0.10181565405667596,0.8367884079125876,4,0.02287363670003524,0.050222264825768005,0.03461024327996627,7,False,82,34,valve_0432_lidar_classes.ply
8,933,complex,poisson,0.4662402398711246,0.487047269802071,0.04671249032680437,0.049850840603906786,0.9460743006899011,2,0.017358158249202456,0.15343067595460289,0.06667086683428396,2,False,3774,7349,valve_0432_lidar_classes.ply
9,1862,tube,ball_pivoting,0.5554216529232203,0.4081593717196304,0.036418975357149316,0.06767774282208265,0.9178655890101248,4,0.011679159362927153,0.019622181750105026,0.020443553364760513,8,False,1862,2392,valve_0432_lidar_classes.ply
10,3174,complex,poisson,0.3863195375080634,0.2959850416775016,0.317695420814435,0.04280383486510954,0.9707563026718966,2,0.012003087753481294,0.06648316357177837,0.0301948191590369,3,False,8054,15931,valve_0432_lidar_classes.ply
11,594,plane,alpha_shape,0.09652349475861398,0.8803570500772905,0.023119455164095606,0.02834971121132843,0.9814729531202945,2,0.012566920091061336,0.021205990725895612,0.021473694715116592,3,False,527,1118,valve_0432_lidar_classes.ply
12,1299,plane,alpha_shape,0.03232399037201994,0.8794154616843579,0.08826054794362213,0.04092944893154216,0.9682266861532565,1,0.012297571276931634,0.02148007101998103,0.021985365264553837,1,False,1093,2386,valve_0432_lidar_classes.ply
13,692,complex,poisson,0.13430796381469015,0.4079506341155091,0.4577414020698008,0.07314901873312381,0.9076142601580834,1,0.013056246439857545,0.03153070171029931,0.023124785125182994,2,False,3156,6101,valve_0432_lidar_classes.ply
2,567,complex,poisson,0.09280302149536912,0.5256966077655865,0.3815003707390444,0.07887686442329246,0.8786004220009541,15,0.02770664317089614,0.13910378346695712,0.09471804071030268,6,False,5031,9774,valve_0433_lidar_classes.ply
3,79,tube,ball_pivoting,0.8620579807833446,0.11026942848049155,0.027672590736163794,0.0804552775028395,0.9172725175593336,2,0.009266987631317915,0.045211702407099125,0.023899228468131965,1,False,79,114,valve_0433_lidar_classes.ply
5,1615,complex,poisson,0.33599465788326827,0.5929384183487629,0.07106692376796879,0.10367938763352924,0.8085144544312804,1,0.017828495626805822,0.16420757384601742,0.07132527244007875,3,False,6365,12610,valve_0433_lidar_classes.ply
6,328,complex,poisson,0.18103503842758692,0.41188550174949207,0.40707945982292104,0.05685515797891984,0.9418898343131201,17,0.03182581488169876,0.14368517254699775,0.09403468947290973,4,False,4505,8605,valve_0433_lidar_classes.ply
7,73,tube,ball_pivoting,0.975806970311516,0.003611930734073412,0.02058109895441064,0.11406602570501614,0.7861140623979499,2,0.013953843539997967,0.029104596859093244,0.021989567869258146,2,False,73,66,valve_0433_lidar_classes.ply
8,1433,complex,poisson,0.2563908203470365,0.6970212865797046,0.04658789307325882,0.06412837248516653,0.9228297039210488,1,0.014369576621311098,0.08751505351134756,0.03984146717093441,7,False,5245,10368,valve_0433_lidar_classes.ply
9,1858,complex,poisson,0.3578811323359745,0.5990408549415347,0.04307801272249075,0.05432744312249778,0.9435506226439797,3,0.0146177057268606,0.1815361766455574,0.061401385930900616,1,False,6152,12230,valve_0433_lidar_classes.ply
10,3605,complex,poisson,0.16573535051336702,0.3675169092825469,0.4667477402040861,0.0424451689784877,0.9680370603081251,4,0.011127046300415147,0.05083997898866324,0.024896162997948196,1,False,8469,16756,valve_0433_lidar_classes.ply
11,885,plane,alpha_shape,0.2680803509375088,0.7031812592856507,0.02873838977684053,0.04580506875714215,0.9521785119972644,2,0.011770048828093294,0.021586565412901257,0.021392179931696523,3,False,747,1572,valve_0433_lidar_classes.ply
12,1212,plane,alpha_shape,0.19062619944315856,0.7202073799375976,0.08916642061924375,0.04540818666229193,0.9606498266180874,1,0.012732458913781676,0.02337079220302551,0.02308090670742885,1,False,985,2164,valve_0433_lidar_classes.ply
13,639,complex,poisson,0.06852589465427664,0.5763515035900193,0.3551226017557041,0.07224368210972933,0.9214485874225152,1,0.01253714872963352,0.04044930389336691,0.02541530343099762,1,False,2655,5110,valve_0433_lidar_classes.ply
2,463,complex,poisson,0.2809944161854462,0.4078398796865108,0.311165704128043,0.07445430356083377,0.8802350698159552,16,0.027908702328859617,0.15603657942048899,0.08550113597390063,8,False,3760,7145,valve_0434_lidar_classes.ply
3,92,tube,ball_pivoting,0.773057034599986,0.19795843454741052,0.028984530852603472,0.07601789922262239,0.9370453122571843,1,0.009669750405987436,0.018834063364223576,0.01729581340552133,1,False,92,120,valve_0434_lidar_classes.ply
5,1546,complex,poisson,0.24601002305558975,0.6956111280219774,0.05837884892243277,0.0976897436440119,0.8123823918838088,1,0.01795168038065119,0.09208232692897494,0.052745938831035705,4,False,5541,10899,valve_0434_lidar_classes.ply
6,488,complex,poisson,0.43376319186330015,0.2761105743056048,0.290126233831095,0.07834479838242127,0.8809840130090021,14,0.029955484680441322,0.1529260937364909,0.09759011853453575,5,False,5217,10048,valve_0434_lidar_classes.ply
7,118,tube,ball_pivoting,0.9760740692508131,0.006156094658783678,0.017769836090403283,0.08805119894258678,0.8311840258537658,2,0.011688608176757912,0.02168137033046714,0.01951184272319577,5,False,118,134,valve_0434_lidar_classes.ply
8,1911,complex,poisson,0.16858193596328852,0.7493047084109021,0.08211335562580932,0.07028904190519976,0.9232235014257696,1,0.01391531875600258,0.136798716880074,0.04405620172126603,3,False,6266,12380,valve_0434_lidar_classes.ply
9,1411,tube,ball_pivoting,0.545759904826924,0.4216369325319687,0.03260316264110725,0.0637627537661828,0.9329380464324235,3,0.011578469162617247,0.023316571442075516,0.01996966574100021,7,False,1411,1724,valve_0434_lidar_classes.ply
10,2981,complex,poisson,0.2842542347387316,0.34872915789630443,0.36701660736496394,0.04248836808489438,0.9694045958901716,3,0.012169556948621842,0.06263582408915273,0.030103262353813033,4,False,8202,16220,valve_0434_lidar_classes.ply
11,654,plane,alpha_shape,0.36086052198347135,0.6142742885451417,0.02486518947138692,0.03673456269062368,0.9737123915536399,1,0.012633450187140011,0.024617723441794075,0.02251156941553507,1,False,560,1236,valve_0434_lidar_classes.ply
12,1318,plane,alpha_shape,0.09375450528920803,0.8213589377745796,0.08488655693621246,0.04176676152748575,0.9647221576088121,1,0.01260520196269113,0.022804416817564337,0.02248134363378075,1,False,1114,2458,valve_0434_lidar_classes.ply
13,685,complex,poisson,0.1870060408095578,0.47375816336600574,0.3392357958244364,0.08105597716955283,0.8895003616072295,2,0.013154160546866005,0.036482641645395275,0.024907134240438736,3,False,2763,5323,valve_0434_lidar_classes.ply
2,816,complex,poisson,0.29564283335588076,0.3752315807920997,0.32912558585201956,0.07558258717585314,0.889552683542166,16,0.02423460028994483,0.1498021740940835,0.091059079191953,6,False,6865,13377,valve_0435_lidar_classes.ply
3,63,tube,ball_pivoting,0.8652459181401547,0.1109196700976275,0.02383441176221777,0.06118682279945961,0.9338472383704626,2,0.008265340770628736,0.049202627502196096,0.024555604983245105,1,False,63,88,valve_0435_lidar_classes.ply
5,1496,complex,poisson,0.25978021522407024,0.6753378649006071,0.06488191987532263,0.0980029593914452,0.827509285568471,1,0.02141206533823941,0.23152931560993442,0.10731548197719529,4,False,7286,14338,valve_0435_lidar_classes.ply
6,333,complex,poisson,0.348339062425977,0.40860585816969985,0.2430550794043231,0.05512773314524865,0.9444480861992905,14,0.03275027935115283,0.14315007788707876,0.09808914379437646,3,False,4468,8586,valve_0435_lidar_classes.ply
7,67,tube,ball_pivoting,0.9169691643584389,0.02225308198408323,0.06077775365747789,0.07135787038507896,0.852636887190984,3,0.05553278793714416,0.09307472290639195,0.06680092197711092,3,False,67,10,valve_0435_lidar_classes.ply
8,889,tube,ball_pivoting,0.5181486938062979,0.4364371364288016,0.04541416976490045,0.04830658120420344,0.9456933181478465,3,0.012581957715186384,0.02370185095419026,0.021735582913744667,3,False,889,1291,valve_0435_lidar_classes.ply
